"","Species","CountryOrigin","FragranceAroma","Flavor","Aftertaste","SaltAcid","Mouthfeel","Balance","BitterSweet","UniformCup","CleanCup","CupperPoints","qualityscore","clust"
"499","Arabica","Mexico",7.5,7.75,7.58,7.58,7.5,10,7.67,10,10,7.58,83.17,"5"
"500","Arabica","Brazil",7.75,7.67,7.58,7.5,7.58,10,7.58,10,10,7.5,83.17,"5"
"501","Arabica","Brazil",7.92,7.58,7.5,7.58,7.5,10,7.42,10,10,7.67,83.17,"5"
"502","Arabica","Guatemala",7.75,7.5,7.67,7.5,8,9.33,7.92,10,10,7.5,83.17,"6"
"503","Arabica","Brazil",7.75,7.5,7.58,7.5,7.5,10,7.75,10,10,7.58,83.17,"5"
"504","Arabica","Brazil",7.58,7.75,7.67,7.5,7.58,10,7.67,10,10,7.42,83.17,"5"
"505","Arabica","El Salvador",7.42,7.83,8.17,8.08,7.58,10,7.17,10,9.33,7.58,83.17,"5"
"506","Arabica","Ethiopia",7.75,8,7.67,8.08,7.92,9.33,7.83,9.33,9.33,7.92,83.17,"6"
"507","Arabica","Colombia",7.58,7.67,7.33,7.67,7.58,10,7.75,10,10,7.5,83.08,"5"
"508","Arabica","Colombia",7.75,7.5,7.5,7.42,7.75,10,8,10,10,7.17,83.08,"5"
"509","Arabica","Brazil",7.58,7.58,7.58,7.5,7.58,10,7.67,10,10,7.58,83.08,"5"
"510","Arabica","Brazil",7.33,7.67,7.67,7.33,7.42,10,7.75,10,10,7.92,83.08,"5"
"511","Arabica","Taiwan",7.83,7.92,7.5,7.83,7.25,10,7.67,9.33,10,7.75,83.08,"5"
"512","Arabica","Brazil",7.42,7.67,7.58,7.5,7.67,10,7.75,10,10,7.5,83.08,"5"
"513","Arabica","Brazil",7.58,7.83,7.67,7.42,7.5,10,7.42,10,10,7.67,83.08,"5"
"514","Arabica","Costa Rica",7.83,7.33,7.5,7.67,7.67,10,7.58,10,10,7.5,83.08,"5"
"515","Arabica","United States (Hawaii)",7.33,7.75,7.58,7.33,7.67,10,7.83,10,10,7.58,83.08,"3"
"516","Arabica","Taiwan",7.75,7.75,7.5,7.5,7.5,10,7.5,10,10,7.58,83.08,"5"
"517","Arabica","United States (Hawaii)",7.83,7.83,7.33,7.17,7.67,10,7.75,10,10,7.5,83.08,"3"
"518","Arabica","Mexico",7.75,7.67,7.42,7.75,7.5,10,7.5,10,10,7.5,83.08,"5"
"519","Arabica","United States (Hawaii)",7.67,7.58,7.5,7.67,8,10,7.92,9.33,9.33,8.08,83.08,"3"
"520","Arabica","United States (Hawaii)",7.33,7.58,7.58,7.92,7.58,10,7.67,10,10,7.42,83.08,"3"
"521","Arabica","Colombia",7.33,7.33,7.33,7.58,8.08,10,7.25,10,10,8.17,83.08,"5"
"522","Arabica","Colombia",7.83,7.75,7.33,7.25,7.92,10,7.42,10,10,7.58,83.08,"5"
"523","Arabica","Indonesia",7.67,7.58,7.5,7.58,7.58,10,7.67,10,10,7.5,83.08,"5"
"524","Arabica","Guatemala",7.92,7.67,7.67,7.25,7.67,10,7.83,9.33,10,7.75,83.08,"6"
"525","Arabica","Brazil",7.58,7.5,7.5,7.75,7.5,10,7.67,10,10,7.5,83,"5"
"526","Arabica","Brazil",7.5,7.58,7.58,7.67,7.5,10,7.58,10,10,7.58,83,"5"
"527","Arabica","Brazil",7.5,7.67,7.58,7.67,7.42,10,7.58,10,10,7.58,83,"5"
"528","Arabica","Uganda",7.67,7.58,7.42,7.42,7.5,10,7.83,10,10,7.58,83,"6"
"529","Arabica","Uganda",7.67,7.67,7.5,7.58,7.5,10,7.42,10,10,7.67,83,"6"
"530","Arabica","Colombia",7.67,7.67,7.33,7.67,7.58,10,7.5,10,10,7.58,83,"5"
"531","Arabica","Vietnam",7.75,7.67,7.58,7.58,7.67,10,7.42,9.33,10,8,83,"3"
"532","Arabica","Guatemala",7.67,7.75,7.33,7.92,7.5,10,7.42,10,10,7.42,83,"2"
"533","Arabica","Guatemala",7.75,7.67,7.33,7.75,7.42,10,7.5,10,10,7.58,83,"2"
"534","Arabica","Guatemala",7.83,7.67,7.25,7.67,7.5,10,7.75,10,10,7.33,83,"2"
"535","Arabica","Brazil",7.67,7.67,7.67,7.5,7.5,10,7.42,10,10,7.58,83,"5"
"536","Arabica","Taiwan",7.92,7.92,7.83,7.58,7.25,10,7.33,10,10,7.17,83,"5"
"537","Arabica","Uganda",7.83,7.58,7.5,7.5,7.5,10,7.58,10,10,7.5,83,"6"
"538","Arabica","United States (Puerto Rico)",7.67,7.5,7.67,7.83,7.83,9.33,7.75,10,10,7.42,83,"3"
"539","Arabica","Guatemala",7.67,7.67,7.42,7.83,7.5,10,7.5,10,10,7.42,83,"2"
"540","Arabica","Costa Rica",7.67,7.58,7.5,7.58,7.5,10,7.5,10,10,7.67,83,"5"
"541","Arabica","Brazil",7.75,7.58,7.42,7.67,7.67,10,7.42,10,10,7.5,83,"5"
"542","Arabica","Colombia",7.75,7.42,7.33,7.5,7.17,10,7.58,10,10,8.25,83,"5"
"543","Arabica","Colombia",7.83,7.5,7.58,7.33,7.67,10,7.5,10,10,7.58,83,"5"
"544","Arabica","Colombia",7.33,7.67,7.75,7.42,7.58,10,7.75,10,10,7.5,83,"5"
"545","Arabica","Colombia",7.58,7.75,7.42,7.67,7.42,10,7.58,10,10,7.58,83,"5"
"546","Arabica","Colombia",7.5,7.5,7.42,7.58,7.58,10,7.75,10,10,7.67,83,"5"
"547","Arabica","Mexico",7.67,7.58,7.42,7.5,7.58,10,7.67,10,10,7.58,83,"5"
"548","Arabica","Mexico",7.67,7.83,7.5,7.58,7.67,10,7.58,9.33,10,7.83,83,"5"
"549","Arabica","Mexico",7.5,7.67,7.5,7.5,7.58,10,7.58,10,10,7.67,83,"5"
"550","Arabica","Colombia",7.67,7.58,7.5,7.5,7.5,10,7.75,10,10,7.5,83,"5"
"551","Arabica","Colombia",7.75,7.58,7.5,7.67,7.75,10,7.83,9.33,10,7.58,83,"5"
"552","Arabica","Colombia",7.67,7.58,7.58,7.58,7.42,10,7.67,10,10,7.5,83,"5"
"553","Arabica","Guatemala",7.5,7.67,7.5,7.67,7.83,10,7.5,10,10,7.33,83,"2"
"554","Arabica","Colombia",7.67,7.67,7.58,7.5,7.42,10,7.67,10,10,7.5,83,"5"
"555","Arabica","Thailand",7.33,7.67,7.58,7.5,7.67,10,7.75,10,10,7.5,83,"5"
"556","Arabica","Colombia",7.33,7.67,7.58,7.33,7.92,10,7.58,10,10,7.58,83,"5"
"557","Arabica","United States (Hawaii)",7.83,7.83,7.67,7.83,7.83,9.33,7.92,9.33,9.33,8.08,83,"3"
"558","Arabica","United States (Hawaii)",7.5,7.58,7.42,7.58,7.67,10,7.58,10,10,7.67,83,"3"
"559","Arabica","Colombia",7.5,7.58,7.67,7.67,7.58,10,7.58,10,10,7.42,83,"5"
"560","Arabica","Nicaragua",7.58,7.83,7.75,7.92,8.08,9.33,7.92,9.33,9.33,7.92,83,"5"
"561","Arabica","Thailand",7.5,7.25,7.42,7.75,7.5,10,8.17,10,10,7.42,83,"5"
"562","Arabica","Brazil",7.67,7.58,7.5,7.58,7.5,10,7.58,10,10,7.5,82.92,"5"
"563","Arabica","El Salvador",7.5,7.5,7.75,7.58,7.83,9.33,7.92,10,10,7.5,82.92,"5"
"564","Arabica","Colombia",7.58,7.67,7.5,7.33,7.58,10,7.67,10,10,7.58,82.92,"5"
"565","Arabica","Taiwan",7.17,7.83,7.25,7.67,7.58,10,7.67,10,10,7.75,82.92,"5"
"566","Arabica","Ethiopia",7.58,7.58,7.5,7.5,7.58,10,7.58,10,10,7.58,82.92,"6"
"567","Arabica","Taiwan",7.5,7.58,7.67,7.33,7.75,10,7.5,10,10,7.58,82.92,"5"
"568","Arabica","Philippines",7.58,7.58,7.67,7.58,7.5,10,7.5,10,10,7.5,82.92,"5"
"569","Arabica","Philippines",8.08,7.5,7.67,7.42,7.5,10,7.33,10,10,7.42,82.92,"5"
"570","Arabica","Mexico",7.83,7.67,7.25,7.58,7.5,10,7.5,10,10,7.58,82.92,"5"
"571","Arabica","Mexico",7.75,7.67,7.42,7.42,7.5,10,7.75,10,10,7.42,82.92,"5"
"572","Arabica","Brazil",7.08,7.5,7.5,7.83,7.67,10,7.75,10,10,7.58,82.92,"5"
"573","Arabica","Uganda",8,7.5,7.5,7.58,7.42,10,7.33,10,10,7.58,82.92,"6"
"574","Arabica","Uganda",7.75,7.58,7.58,7.5,7.5,10,7.5,10,10,7.5,82.92,"6"
"575","Arabica","Guatemala",7.75,7.5,7.42,7.58,7.5,10,7.67,10,10,7.5,82.92,"2"
"576","Arabica","Guatemala",7.67,7.83,7.42,7.5,7.5,10,7.33,10,10,7.67,82.92,"2"
"577","Arabica","Guatemala",7.58,7.58,7.25,7.58,7.58,10,7.58,10,10,7.75,82.92,"2"
"578","Arabica","Colombia",7.58,7.5,7.75,7.33,7.58,10,7.58,10,10,7.58,82.92,"5"
"579","Arabica","Colombia",7.75,7.5,7.25,7.5,7.5,10,7.75,10,10,7.67,82.92,"5"
"580","Arabica","Guatemala",7.83,7.75,7.25,7.92,7.17,10,7.5,10,10,7.5,82.92,"2"
"581","Arabica","Colombia",7.83,7.67,7.42,7.42,7.58,10,7.5,10,10,7.5,82.92,"5"
"582","Arabica","Mexico",7.58,7.58,7.33,7.25,7.75,10,7.58,10,10,7.83,82.92,"5"
"583","Arabica","Vietnam",7.67,7.33,7.17,7.58,7.42,10,8.08,10,10,7.67,82.92,"3"
"584","Arabica","Mexico",8,7.92,7.67,7.17,7.42,10,7.67,9.33,10,7.75,82.92,"5"
"585","Arabica","United States (Hawaii)",7.5,7.5,7.5,7.42,7.83,10,7.67,10,10,7.5,82.92,"3"
"586","Arabica","Colombia",7.5,7.75,7.33,7.75,7.83,10,7.08,10,10,7.67,82.92,"5"
"587","Arabica","Thailand",7.42,7.58,7.5,7.17,8,10,7.5,10,10,7.75,82.92,"5"
"588","Arabica","Kenya",7.75,7.58,7.42,7.58,7.5,10,7.5,10,10,7.5,82.83,"6"
"589","Arabica","Guatemala",7.5,7.58,7.33,7.67,7.58,10,7.58,10,10,7.58,82.83,"2"
"590","Arabica","Brazil",7.67,7.58,7.58,7.5,7.42,10,7.5,10,10,7.58,82.83,"5"
"591","Arabica","El Salvador",7.33,7.67,7.67,7.83,7.67,10,7.33,10,10,7.33,82.83,"5"
"592","Arabica","Rwanda",7.83,7.92,7.75,7.83,7.75,9.33,7.75,9.33,9.33,8,82.83,"3"
"593","Arabica","Vietnam",7.25,7.58,7.5,7.42,7.42,10,7.75,10,10,7.92,82.83,"3"
"594","Arabica","Guatemala",7.58,7.58,7.33,7.67,7.5,10,7.67,10,10,7.5,82.83,"2"
"595","Arabica","Brazil",7.58,7.83,7.33,7.67,7.33,10,7.42,10,10,7.67,82.83,"5"
"596","Arabica","Colombia",7.83,7.67,7.5,7.58,7.67,10,7.5,10,10,7.08,82.83,"5"
"597","Arabica","United States",7.42,7.58,7.25,7.5,7.75,10,7.75,10,10,7.58,82.83,"6"
"598","Arabica","Guatemala",7.67,7.67,7.75,7.67,7.17,10,7.42,10,10,7.5,82.83,"2"
"599","Arabica","Colombia",7.5,7.42,7.58,7.5,7.58,10,7.58,10,10,7.67,82.83,"5"
"600","Arabica","Colombia",7.83,7.5,7.5,7.42,7.5,10,7.5,10,10,7.58,82.83,"5"
"601","Arabica","Tanzania, United Republic Of",7.67,7.5,7.33,7.25,7.75,10,7.58,10,10,7.75,82.83,"5"
"602","Arabica","Mexico",7.58,7.67,7.5,7.58,7.5,10,7.5,10,10,7.5,82.83,"5"
"603","Arabica","Mexico",7.67,7.58,7.42,7.75,7.42,10,7.42,10,10,7.58,82.83,"5"
"604","Arabica","Guatemala",7.67,7.67,7.33,7.5,7.92,10,7.33,10,10,7.42,82.83,"2"
"605","Arabica","Mexico",7.58,7.58,7.5,7.42,7.58,10,7.67,10,10,7.5,82.83,"5"
"606","Arabica","El Salvador",7.75,7.58,7.75,7.75,7.5,10,7.25,10,10,7.25,82.83,"5"
"607","Arabica","Guatemala",7.5,7.58,7.42,7.67,7.5,10,7.58,10,10,7.5,82.75,"2"
"608","Arabica","Guatemala",7.58,7.67,7.5,7.58,7.42,10,7.5,10,10,7.5,82.75,"2"
"609","Arabica","Guatemala",7.5,7.67,7.17,7.67,7.58,10,7.67,10,10,7.5,82.75,"2"
"610","Arabica","Guatemala",7.5,7.5,7.42,7.58,7.5,10,7.67,10,10,7.58,82.75,"2"
"611","Arabica","Guatemala",7.42,7.58,7.42,7.67,7.5,10,7.5,10,10,7.67,82.75,"2"
"612","Arabica","Indonesia",7.5,7.58,7.42,7.58,7.5,10,7.58,10,10,7.58,82.75,"5"
"613","Arabica","Guatemala",7.58,7.58,7.33,7.58,7.67,10,7.33,10,10,7.67,82.75,"2"
"614","Arabica","Taiwan",7.83,7.67,7.33,7.67,7.67,10,7.58,9.33,10,7.67,82.75,"5"
"615","Arabica","El Salvador",7.67,7.67,7.17,7.33,7.67,10,7.58,10,10,7.67,82.75,"5"
"616","Arabica","Costa Rica",7.58,7.5,7.42,7.67,7.5,10,7.42,10,10,7.67,82.75,"5"
"617","Arabica","Honduras",7.58,7.5,7.42,7.58,7.5,10,7.5,10,10,7.67,82.75,"5"
"618","Arabica","Brazil",7.5,7.5,7.58,7.5,7.58,10,7.58,10,10,7.5,82.75,"5"
"619","Arabica","China",7.67,7.5,7.33,7.33,7.67,10,7.67,10,10,7.58,82.75,"5"
"620","Arabica","China",7.5,7.67,7.42,7.67,7.5,10,7.5,10,10,7.5,82.75,"5"
"621","Arabica","Colombia",7.5,7.58,7.58,7.75,7.5,10,7.33,10,10,7.5,82.75,"5"
"622","Arabica","Malawi",7.75,7.58,7.42,7.5,7.5,10,7.33,10,10,7.67,82.75,"5"
"623","Arabica","Guatemala",7.75,7.42,7.25,7.75,7.67,10,7.5,10,10,7.42,82.75,"2"
"624","Arabica","Colombia",7.67,7.42,7.42,7.58,7.67,10,7.33,10,10,7.67,82.75,"5"
"625","Arabica","United States (Hawaii)",7.67,7.58,7.42,7.83,7.5,10,7.33,10,10,7.42,82.75,"3"
"626","Arabica","United States (Hawaii)",7.58,7.83,7.75,7.75,8,10,7.42,9.33,9.33,7.75,82.75,"3"
"627","Arabica","Colombia",7.58,7.33,7.17,7.33,8.58,10,7.25,10,10,7.5,82.75,"5"
"628","Arabica","Mexico",7.58,7.58,7.5,7.5,7.5,10,7.5,10,10,7.58,82.75,"5"
"629","Arabica","Mexico",7.58,7.58,7.33,7.75,7.58,10,7.25,10,10,7.67,82.75,"5"
"630","Arabica","Mexico",8.08,8.17,8,8,7.92,10,7.83,6.67,10,8.08,82.75,"3"
"631","Arabica","Colombia",7.5,7.58,7.42,7.67,7.58,10,7.5,10,10,7.5,82.75,"5"
"632","Arabica","Colombia",7.67,7.58,7.58,7.58,7.42,10,7.5,10,10,7.42,82.75,"5"
"633","Arabica","United States (Hawaii)",7.25,7.75,7.5,7.83,7.67,10,7.67,9.33,10,7.75,82.75,"3"
"634","Arabica","Panama",7.42,7.42,7.5,7.58,7.75,10,7.5,10,10,7.58,82.75,"5"
"635","Arabica","United States (Hawaii)",7.75,7.67,7.5,7.83,7.42,10,7.17,10,10,7.42,82.75,"3"
"636","Arabica","Brazil",7.5,7.58,7.25,7.75,7.5,10,7.58,10,10,7.5,82.67,"5"
"637","Arabica","Brazil",7.5,7.58,7.5,7.67,7.42,10,7.5,10,10,7.5,82.67,"5"
"638","Arabica","Laos",7.67,7.67,7.42,7.42,7.5,10,7.42,10,10,7.58,82.67,"5"
"639","Arabica","El Salvador",7.67,7.67,7.67,7.67,7.67,9.33,7.5,10,10,7.5,82.67,"5"
"640","Arabica","Mexico",7.5,7.67,7.42,7.75,7.17,10,7.42,10,10,7.75,82.67,"5"
"641","Arabica","Colombia",7.75,7.5,7.33,7.58,7.75,10,7.33,10,10,7.42,82.67,"5"
"642","Arabica","Brazil",7.58,7.5,7.42,7.67,7.5,10,7.5,10,10,7.5,82.67,"5"
"643","Arabica","Brazil",7.33,7.5,7.58,7.58,7.5,10,7.67,10,10,7.5,82.67,"5"
"644","Arabica","Tanzania, United Republic Of",7.5,7.5,7.5,7.5,7.58,10,7.5,10,10,7.58,82.67,"5"
"645","Arabica","Tanzania, United Republic Of",7.58,7.5,7.5,7.58,7.58,10,7.33,10,10,7.58,82.67,"5"
"646","Arabica","Taiwan",8,7.83,7.83,7.42,7.25,10,7.25,10,10,7.08,82.67,"5"
"647","Arabica","Mexico",7.67,7.58,7.42,7.5,7.5,10,7.42,10,10,7.58,82.67,"2"
"648","Arabica","Uganda",7.67,7.5,7.33,7.67,7.5,10,7.5,10,10,7.5,82.67,"6"
"649","Arabica","Taiwan",7.67,7.5,7.5,7.5,7.5,10,7.5,10,10,7.5,82.67,"5"
"650","Arabica","Thailand",7.42,7.5,7.5,7.67,7.5,10,7.58,10,10,7.5,82.67,"5"
"651","Arabica","Colombia",7.75,7.58,7.67,7.25,7.42,10,7.58,10,10,7.42,82.67,"5"
"652","Arabica","El Salvador",7.92,8,7.5,6.75,7.58,9.33,7.92,10,10,7.67,82.67,"5"
"653","Arabica","Guatemala",7.67,7.67,7.17,7.67,7.5,10,7.5,10,10,7.5,82.67,"2"
"654","Arabica","Thailand",7.83,7.33,7.83,7.33,7.83,9.33,7.58,10,10,7.58,82.67,"5"
"655","Arabica","Mexico",7.58,7.58,7.42,7.58,7.5,10,7.42,10,10,7.58,82.67,"2"
"656","Arabica","Mexico",7.5,7.58,7.58,7.58,7.42,10,7.42,10,10,7.58,82.67,"2"
"657","Arabica","Colombia",7.33,7.58,7.42,7.42,7.67,10,7.67,10,10,7.58,82.67,"5"
"658","Arabica","United States (Hawaii)",7.83,7.67,7.5,7.67,7.58,9.33,7.5,10,10,7.58,82.67,"3"
"659","Arabica","Mexico",7.75,7.58,7.25,7.75,7.58,10,7.67,10,10,7.08,82.67,"2"
"660","Arabica","Colombia",8.08,7.67,7.67,7.33,7.17,10,7.33,10,10,7.42,82.67,"5"
"661","Arabica","Colombia",7.5,7.42,7.33,7.33,7.83,10,7.67,10,10,7.58,82.67,"5"
"662","Arabica","Guatemala",7.5,7.42,7.42,7.75,7.5,10,7.5,10,10,7.5,82.58,"2"
"663","Arabica","Taiwan",7.67,7.42,7.5,7.42,7.5,10,7.58,10,10,7.5,82.58,"5"
"664","Arabica","Brazil",7.5,7.58,7.42,7.5,7.33,10,7.75,10,10,7.5,82.58,"5"
"665","Arabica","Taiwan",7.25,7.25,7,7.08,7,10,7,10,10,10,82.58,"5"
"666","Arabica","Brazil",7.42,7.42,7.5,7.33,7.67,10,7.25,10,10,8,82.58,"5"
"667","Arabica","Indonesia",7.83,7.58,7.42,7.33,7.5,10,7.42,10,10,7.5,82.58,"2"
"668","Arabica","Thailand",7.75,7.33,7.42,7.67,7.5,10,7.42,10,10,7.5,82.58,"5"
"669","Arabica","Thailand",7.42,7.58,7.58,7.42,7.5,10,7.58,10,10,7.5,82.58,"5"
"670","Arabica","Tanzania, United Republic Of",7.75,7.42,7.33,7.5,7.5,10,7.58,10,10,7.5,82.58,"5"
"671","Arabica","Uganda",7.83,7.5,7.42,7.58,7.42,10,7.42,10,10,7.42,82.58,"6"
"672","Arabica","Costa Rica",7.67,7.42,7.5,7.67,7.75,10,7,10,10,7.58,82.58,"5"
"673","Arabica","Mexico",7.58,7.58,7.42,7.75,7.67,10,7.67,9.33,10,7.58,82.58,"2"
"674","Arabica","Guatemala",7.5,7.58,7.42,7.58,7.58,10,7.42,10,10,7.5,82.58,"2"
"675","Arabica","Colombia",7.75,7.25,7.33,7.42,7.83,10,7.5,10,10,7.5,82.58,"5"
"676","Arabica","Colombia",7.75,7.5,7.75,7.25,7.58,10,7.33,10,10,7.42,82.58,"5"
"677","Arabica","Colombia",7.58,7.5,7.42,7.58,7.42,10,7.67,10,10,7.42,82.58,"5"
"678","Arabica","Mexico",7.5,7.58,7.5,7.5,7.5,10,7.42,10,10,7.58,82.58,"2"
"679","Arabica","Mexico",7.67,7.58,7.58,7.75,6.83,10,7.67,10,10,7.5,82.58,"2"
"680","Arabica","Colombia",7.33,7.42,7.58,7.42,7.5,10,7.67,10,10,7.67,82.58,"5"
"681","Arabica","Brazil",7.58,7.5,7.33,7.75,7.5,10,7.5,10,10,7.42,82.58,"5"
"682","Arabica","Brazil",7.5,7.5,7.5,7.5,7.5,10,7.58,10,10,7.42,82.5,"5"
"683","Arabica","Indonesia",7.83,7.75,7.25,7.5,7.33,10,7.42,10,10,7.42,82.5,"2"
"684","Arabica","Honduras",7.58,7.58,7.33,7.5,7.5,10,7.5,10,10,7.5,82.5,"2"
"685","Arabica","Guatemala",7.5,7.5,7.33,7.5,7.5,10,7.67,10,10,7.5,82.5,"2"
"686","Arabica","Thailand",7.5,7.83,7.5,7.75,7.42,10,7.33,9.33,10,7.83,82.5,"5"
"687","Arabica","Thailand",7.33,7.5,7.5,7.5,7.5,10,7.67,10,10,7.5,82.5,"5"
"688","Arabica","Tanzania, United Republic Of",7.67,7.42,7.33,7.58,7.5,10,7.5,10,10,7.5,82.5,"5"
"689","Arabica","Tanzania, United Republic Of",7.75,7,7.42,7.58,7.58,10,7.58,10,10,7.58,82.5,"5"
"690","Arabica","Mexico",7.42,7.58,7.5,7.67,7.5,10,7.25,10,10,7.58,82.5,"2"
"691","Arabica","Brazil",7.42,7.5,7.67,7.33,7.67,10,7.42,10,10,7.5,82.5,"5"
"692","Arabica","Guatemala",7.83,7.42,7.33,7.67,7.5,10,7.42,10,10,7.33,82.5,"2"
"693","Arabica","Colombia",7.5,7.5,7.42,7.42,7.58,10,7.58,10,10,7.5,82.5,"5"
"694","Arabica","Guatemala",7.83,7.67,7.17,7.33,7.67,10,7.5,10,10,7.33,82.5,"2"
"695","Arabica","Mexico",7.5,7.58,7.5,7.5,7.42,10,7.42,10,10,7.58,82.5,"2"
"696","Arabica","Mexico",7.67,7.5,7.33,7.67,7.33,10,7.5,10,10,7.5,82.5,"2"
"697","Arabica","Mexico",7.92,7.5,7.33,7.58,7.42,10,7.25,10,10,7.5,82.5,"2"
"698","Arabica","Guatemala",7.67,7.33,7.33,7.33,7.83,10,7.5,10,10,7.5,82.5,"2"
"699","Arabica","Brazil",7.67,7.42,7.33,7.67,7.5,10,7.5,10,10,7.42,82.5,"5"
"700","Arabica","Colombia",7.67,7.5,7.33,7.5,7.67,10,7.25,10,10,7.58,82.5,"5"
"701","Arabica","United States (Hawaii)",7.33,7.42,7.33,7.75,7.67,10,7.42,10,10,7.58,82.5,"3"
"702","Arabica","Guatemala",7.75,7.58,7.67,7.67,7.58,10,7.58,9.33,10,7.33,82.5,"2"
"703","Arabica","Honduras",7.42,7.67,7.17,7.58,7.5,10,7.58,10,10,7.5,82.42,"2"
"704","Arabica","Guatemala",7.58,7.5,7.33,7.75,7.5,10,7.33,10,10,7.42,82.42,"2"
"705","Arabica","Guatemala",7.67,7.58,7.25,7.67,7.33,10,7.42,10,10,7.5,82.42,"2"
"706","Arabica","Guatemala",7.58,7.5,7.25,7.67,7.5,10,7.5,10,10,7.42,82.42,"2"
"707","Arabica","Guatemala",7.5,7.42,7.08,7.75,7.5,10,7.67,10,10,7.5,82.42,"2"
"708","Arabica","Colombia",5.08,7.75,7.83,7.75,8.08,10,7.83,10,10,8.08,82.42,"5"
"709","Arabica","China",7.67,7.42,7.42,7.5,7.42,10,7.42,10,10,7.58,82.42,"5"
"710","Arabica","Brazil",7.42,7.5,7.33,7.5,7.42,10,7.25,10,10,8,82.42,"5"
"711","Arabica","Tanzania, United Republic Of",7.67,7.25,7.42,7.42,7.42,10,7.67,10,10,7.58,82.42,"5"
"712","Arabica","Brazil",7.17,7.83,7.33,7.5,7.42,10,7.75,10,10,7.42,82.42,"5"
"713","Arabica","Guatemala",7.5,7.5,7.5,7.67,7.5,10,7.42,10,10,7.33,82.42,"2"
"714","Arabica","Mexico",7.42,7.5,7.42,7.58,7.5,10,7.42,10,10,7.58,82.42,"2"
"715","Arabica","Brazil",7.58,7.67,7.33,7.5,7.42,10,7.5,10,10,7.42,82.42,"5"
"716","Arabica","Peru",7.58,7.58,7.58,7.75,7.58,10,7.5,9.33,10,7.5,82.42,"3"
"717","Arabica","Brazil",7.25,7.33,7.25,7.5,7.5,10,7.42,10,10,8.17,82.42,"5"
"718","Arabica","Mexico",7.5,7.58,7.5,7.92,7.67,10,7.42,9.33,10,7.5,82.42,"2"
"719","Arabica","Honduras",7.25,7.67,7.42,7.17,7.5,10,7.75,10,10,7.67,82.42,"2"
"720","Arabica","Colombia",7.67,7.42,7.33,7.5,7.5,10,7.58,10,10,7.42,82.42,"5"
"721","Arabica","Mexico",7.5,7.42,7.42,7.67,7.58,10,7.42,10,10,7.42,82.42,"2"
"722","Arabica","Mexico",7.42,7.58,7.5,7.42,7.5,10,7.58,10,10,7.42,82.42,"2"
"723","Arabica","Mexico",7.42,7.58,7.33,7.58,7.5,10,7.5,10,10,7.5,82.42,"2"
"724","Arabica","Mexico",7.75,7.33,7.25,7.58,7.33,10,7.58,10,10,7.58,82.42,"2"
"725","Arabica","Mexico",7.5,7.58,7.33,7.5,7.5,10,7.5,10,10,7.5,82.42,"2"
"726","Arabica","Mexico",7.58,7.58,7.17,7.5,7.5,10,7.5,10,10,7.58,82.42,"2"
"727","Arabica","Mexico",7.58,7.33,7.33,7.58,7.5,10,7.5,10,10,7.58,82.42,"2"
"728","Arabica","Mexico",7.67,7.58,7.33,7.42,7.33,10,7.58,10,10,7.5,82.42,"2"
"729","Arabica","Mexico",7.83,7.5,7.42,7.67,7.33,10,7.17,10,10,7.5,82.42,"2"
"730","Arabica","Colombia",7.67,7.33,7.25,7.42,7.67,10,7.5,10,10,7.58,82.42,"5"
"731","Arabica","Brazil",7.75,7.5,7.42,7.42,7.42,10,7.5,10,10,7.42,82.42,"5"
"732","Arabica","Colombia",7.33,7.58,7.17,7.58,7.58,10,7.42,10,10,7.75,82.42,"5"
"733","Arabica","Colombia",7.58,7.25,7.42,7.25,7.83,10,7.58,10,10,7.5,82.42,"5"
"734","Arabica","Honduras",7.5,7.58,7.33,7.5,7.42,10,7.42,10,10,7.58,82.33,"2"
"735","Arabica","Brazil",7.33,7.5,7.5,7.33,7.5,10,7.5,10,10,7.67,82.33,"5"
"736","Arabica","Brazil",7.42,7.42,7.42,7.5,7.58,10,7.5,10,10,7.5,82.33,"5"
"737","Arabica","Brazil",7.5,7.5,7.42,7.5,7.5,10,7.42,10,10,7.5,82.33,"5"
"738","Arabica","Costa Rica",7.75,7.5,7.25,7.25,7.67,10,7.42,10,10,7.5,82.33,"5"
"739","Arabica","Costa Rica",7.75,7.33,7.5,7.5,7.58,10,7.33,10,10,7.33,82.33,"5"
"740","Arabica","China",7.5,7.58,7.42,7.5,7.42,10,7.42,10,10,7.5,82.33,"5"
"741","Arabica","Brazil",8.25,7.83,7.25,8.33,8.08,10,8.17,10,6.67,7.75,82.33,"5"
"742","Arabica","Brazil",7.42,7.5,7.5,7.42,7.58,10,7.5,10,10,7.42,82.33,"5"
"743","Arabica","Guatemala",7.5,7.42,7.17,7.83,7.5,10,7.5,10,10,7.42,82.33,"2"
"744","Arabica","Malawi",7.33,7.58,7.42,7.58,7.5,10,7.33,10,10,7.58,82.33,"2"
"745","Arabica","Brazil",7.75,8.08,7.67,8.08,8,6.67,8.08,10,10,8,82.33,"5"
"746","Arabica","Guatemala",7.58,7.67,7.5,7.58,7.5,10,7.75,9.33,10,7.42,82.33,"2"
"747","Arabica","Mexico",7.33,7.58,7.42,7.5,7.5,10,7.5,10,10,7.5,82.33,"2"
"748","Arabica","Colombia",7.42,7.33,7.5,7.17,8.33,10,7.08,10,10,7.5,82.33,"5"
