"","Species","CountryOrigin","FragranceAroma","Flavor","Aftertaste","SaltAcid","Mouthfeel","Balance","BitterSweet","UniformCup","CleanCup","CupperPoints","qualityscore","clust"
"998","Arabica","Guatemala",7.5,7.33,7.5,7.58,7.25,10,7,10,10,7.08,81.25,"2"
"999","Arabica","Mexico",7.42,7.42,7.33,7.33,7.42,10,7.5,9.33,10,7.5,81.25,"2"
"1000","Arabica","Nicaragua",7.33,7.5,7.17,7.17,7.17,10,7.58,10,10,7.25,81.17,"2"
"1001","Arabica","Tanzania, United Republic Of",7.67,7.17,7.17,7.33,7.17,10,7.5,10,10,7.17,81.17,"2"
"1002","Arabica","Mexico",7.75,7.58,7.08,7.25,7.25,10,7.08,10,10,7.17,81.17,"2"
"1003","Arabica","Costa Rica",7.5,7.5,7.33,7.17,7.17,10,7.08,10,10,7.42,81.17,"5"
"1004","Arabica","Honduras",7.42,7.33,7,7.42,7.33,10,7.33,10,10,7.33,81.17,"2"
"1005","Arabica","Thailand",6.83,7.42,7.42,7.17,7.42,10,7.5,10,10,7.42,81.17,"2"
"1006","Arabica","Philippines",7.25,7.25,7.25,7.08,7.5,10,7.58,10,10,7.25,81.17,"2"
"1007","Arabica","Tanzania, United Republic Of",7.58,7.17,7.17,7.33,7.25,10,7.33,10,10,7.33,81.17,"2"
"1008","Arabica","Malawi",7.58,7.25,7.33,7.08,7.33,10,7.33,10,10,7.25,81.17,"2"
"1009","Arabica","Costa Rica",7.33,7.08,7.33,7.25,7.58,10,7.33,10,10,7.25,81.17,"5"
"1010","Arabica","Brazil",7.42,7.42,7.17,7.42,7.25,10,7.33,10,10,7.17,81.17,"5"
"1011","Arabica","Mexico",7.42,7.25,7.08,7.75,7.17,10,7.42,10,10,7.08,81.17,"2"
"1012","Arabica","Guatemala",7.42,7.25,7.33,7.25,7.42,10,7.25,10,10,7.25,81.17,"2"
"1013","Arabica","Brazil",7.42,7.33,7.25,7.42,7.17,10,7.5,10,10,7.08,81.17,"5"
"1014","Arabica","United States (Hawaii)",7.25,7.75,7.67,7.67,7.67,10,7.42,8.67,9.33,7.75,81.17,"3"
"1015","Arabica","Ethiopia",7.42,7.33,7.17,7.33,7.17,10,7.42,10,10,7.25,81.08,"5"
"1016","Arabica","Brazil",7.58,7.42,7.5,7.25,7.58,9.33,7.75,9.33,10,7.33,81.08,"5"
"1017","Arabica","Nicaragua",7.33,7.33,7.33,7.42,7.33,10,7.33,10,10,7,81.08,"2"
"1018","Arabica","United States",7.42,7.17,7.33,7.42,7.33,10,7.25,10,10,7.17,81.08,"6"
"1019","Arabica","Tanzania, United Republic Of",7.42,7.33,7.33,7.25,7.33,10,7.25,10,10,7.17,81.08,"2"
"1020","Arabica","Costa Rica",7.42,7.25,7.17,7.25,7.58,10,7.25,10,10,7.17,81.08,"5"
"1021","Arabica","United States (Puerto Rico)",7.67,7.75,7.67,7.58,7.67,10,7.58,6.67,10,8.5,81.08,"3"
"1022","Arabica","Mexico",7.25,7.42,7.33,7.33,7.33,10,7.17,10,10,7.25,81.08,"2"
"1023","Arabica","Mexico",7.33,7.25,7.33,7.42,7.42,10,7.25,10,10,7.08,81.08,"2"
"1024","Arabica","Mexico",7.33,7.33,7.25,7.42,7.25,10,7.25,10,10,7.25,81.08,"2"
"1025","Arabica","Mexico",7.42,7.33,7.25,7.42,7.25,10,7.17,10,10,7.25,81.08,"2"
"1026","Arabica","United States (Hawaii)",7.42,7.42,7.25,7.58,7.17,10,6.92,10,10,7.33,81.08,"3"
"1027","Arabica","Brazil",7.25,7.25,7.17,7.5,7.17,10,7.33,10,10,7.33,81,"5"
"1028","Arabica","El Salvador",7.42,7.08,7.08,7.33,7.58,10,7.25,10,10,7.25,81,"2"
"1029","Arabica","Brazil",7.33,7.17,7.17,7.67,7.17,10,7.33,10,10,7.17,81,"2"
"1030","Arabica","Guatemala",7.42,7.25,7.17,7.5,7.17,10,7.25,10,10,7.25,81,"2"
"1031","Arabica","Colombia",7.67,7.5,7.42,5.25,7.75,10,7.67,10,10,7.75,81,"5"
"1032","Arabica","Guatemala",7.5,7.25,7,7.25,7.25,10,7.5,10,10,7.25,81,"2"
"1033","Arabica","Taiwan",7.25,7.17,7.17,7.25,7.33,10,7.5,10,10,7.33,81,"2"
"1034","Arabica","Honduras",7.42,7.25,7.25,7.33,7.17,10,7.25,10,10,7.33,81,"2"
"1035","Arabica","Brazil",7.67,7.75,7.83,7.75,7.75,10,7.83,10,6.67,7.75,81,"5"
"1036","Arabica","Tanzania, United Republic Of",7.33,7.33,7.08,7.42,7.33,10,7.17,10,10,7.33,81,"2"
"1037","Arabica","Uganda",7.33,6.92,7.17,7.33,7.42,10,7.42,10,10,7.42,81,"2"
"1038","Arabica","Taiwan",7.5,6.92,7.33,7.33,7.33,10,7.33,10,10,7.25,81,"2"
"1039","Arabica","Thailand",7.33,7.42,7.25,7.42,7.17,10,7.25,10,10,7.17,81,"2"
"1040","Arabica","Mexico",7.08,7.33,7.33,7.33,7.25,10,7.42,10,10,7.25,81,"2"
"1041","Arabica","Mexico",7.58,7.67,7.5,7.67,7.5,10,7.58,8,10,7.5,81,"3"
"1042","Arabica","Taiwan",7.33,7.17,7.25,7.33,7.25,10,7.33,10,10,7.25,80.92,"2"
"1043","Arabica","Guatemala",7.67,7.67,7.33,7.58,7.5,9.33,7.67,9.33,9.33,7.5,80.92,"2"
"1044","Arabica","Kenya",7.17,7.58,7.5,7.5,7.75,10,8,10,10,5.42,80.92,"2"
"1045","Arabica","Mexico",7.5,7.33,7.17,7.42,7.33,10,7.5,9.33,10,7.33,80.92,"2"
"1046","Arabica","Myanmar",7.17,7.42,7,7.58,7,10,7.33,10,10,7.42,80.92,"2"
"1047","Arabica","United States (Hawaii)",7.42,7.08,7.17,7.17,7.25,10,7.58,10,10,7.25,80.92,"3"
"1048","Arabica","Tanzania, United Republic Of",7.33,7.17,7.17,7.25,7.33,10,7.42,10,10,7.25,80.92,"2"
"1049","Arabica","Brazil",7.25,7.33,7.25,7.25,7.33,10,7.25,10,10,7.25,80.92,"5"
"1050","Arabica","Taiwan",7.92,7.67,7.33,7.08,7.08,10,7.08,10,10,6.75,80.92,"2"
"1051","Arabica","Brazil",7.17,7.42,7.17,7.25,7.33,10,7.25,10,10,7.33,80.92,"5"
"1052","Arabica","Nicaragua",7.33,7.08,7.25,7,7.42,10,7.5,10,10,7.33,80.92,"2"
"1053","Arabica","Guatemala",7.58,7.42,6.92,7.5,7.17,10,7.25,10,10,7.08,80.92,"2"
"1054","Arabica","Taiwan",7.42,7.25,7.25,7.25,7.25,10,7.25,10,10,7.25,80.92,"2"
"1055","Arabica","Taiwan",7.25,7.17,7.08,7.08,8.08,10,7.08,10,10,7.17,80.92,"2"
"1056","Arabica","Taiwan",7.42,7.25,7.25,7.25,7.25,10,7.25,10,10,7.25,80.92,"2"
"1057","Arabica","Mexico",7.58,7.33,7.08,7.5,7.25,10,7.17,10,10,7,80.92,"2"
"1058","Arabica","Thailand",7.67,7.58,7.33,7.33,7,10,7.17,10,10,6.83,80.92,"2"
"1059","Arabica","Laos",7.42,7.33,7.17,7.17,7.25,10,7.17,10,10,7.33,80.83,"5"
"1060","Arabica","Guatemala",7.67,7.25,7.08,7.33,7.25,10,7.17,10,10,7.08,80.83,"2"
"1061","Arabica","Mexico",7.17,7.08,7.25,7.42,7.33,10,7.25,10,10,7.33,80.83,"2"
"1062","Arabica","Mexico",7.33,7.25,7.33,7.33,7.17,10,7.25,10,10,7.17,80.83,"2"
"1063","Arabica","Mexico",7.5,7.17,7.33,7.25,7.17,10,7.17,10,10,7.25,80.83,"2"
"1064","Arabica","United States (Hawaii)",7.42,7.33,7,7.25,7.5,10,7.33,10,10,7,80.83,"3"
"1065","Arabica","Colombia",7.33,7.33,7,6.83,7.67,10,7.33,10,10,7.33,80.83,"5"
"1066","Arabica","Brazil",7.17,7.25,7.08,7.17,7.58,10,7.25,10,10,7.25,80.75,"2"
"1067","Arabica","Myanmar",6.92,7.5,7,7.58,7.08,10,7.5,10,10,7.17,80.75,"2"
"1068","Arabica","Guatemala",7.5,7.33,7,7.42,7.17,10,7.17,10,10,7.17,80.75,"2"
"1069","Arabica","Nicaragua",7.25,7.25,7.17,7.25,7.25,10,7.33,10,10,7.25,80.75,"2"
"1070","Arabica","Honduras",7.5,7.33,7,7.42,7.17,10,7.25,10,10,7.08,80.75,"2"
"1071","Arabica","Panama",7.25,7.33,7.17,7.33,7.17,10,7.33,10,10,7.17,80.75,"2"
"1072","Arabica","Honduras",7.42,7.17,7.08,7.42,7.25,10,7.25,10,10,7.17,80.75,"2"
"1073","Arabica","Honduras",7.25,7.33,7.08,7.5,7.33,10,7.25,10,10,7,80.75,"2"
"1074","Arabica","Costa Rica",7.33,7.33,7.25,7.25,7.17,10,7.17,10,10,7.25,80.75,"5"
"1075","Arabica","Mexico",7.58,7.33,7.42,7.25,7.5,10,7.5,9.33,9.33,7.5,80.75,"2"
"1076","Arabica","Haiti",7.42,7,7.42,7.25,7.33,10,7.08,10,10,7.25,80.75,"1"
"1077","Arabica","United States (Hawaii)",7.08,7.33,7.17,7.25,7.67,10,7.33,10,10,6.92,80.75,"3"
"1078","Arabica","Taiwan",7.33,7.08,7.08,7.08,7.33,10,7.42,10,10,7.33,80.67,"2"
"1079","Arabica","Indonesia",7.58,7.42,7,7.67,7.5,10,7.5,9.33,9.33,7.33,80.67,"2"
"1080","Arabica","Guatemala",7.67,7.42,6.83,7.17,7.17,10,7.42,10,10,7,80.67,"2"
"1081","Arabica","Costa Rica",7.83,7.5,7.67,7.67,7.5,10,7.83,6.67,10,8,80.67,"3"
"1082","Arabica","Malawi",7.5,7.25,7.17,7.17,7.17,10,7.25,10,10,7.17,80.67,"2"
"1083","Arabica","Mexico",7.25,7.17,7.17,7.25,7.42,10,7.17,10,10,7.25,80.67,"2"
"1084","Arabica","Colombia",7.67,7.5,7.42,7.67,7.75,6.67,7.5,10,10,8.5,80.67,"5"
"1085","Arabica","Guatemala",7.67,7.17,7,7.5,7,10,7,10,10,7.33,80.67,"2"
"1086","Arabica","Guatemala",7,7.33,7.5,7.33,7.33,10,7,10,10,7.17,80.67,"2"
"1087","Arabica","Guatemala",7,7.5,7.33,7.17,7.17,10,7.17,10,10,7.33,80.67,"2"
"1088","Arabica","Colombia",7.17,7.25,7.08,7.42,7.42,10,7.08,10,10,7.25,80.67,"2"
"1089","Arabica","Brazil",7.33,7.25,7.33,7.08,7.25,10,7.58,9.33,10,7.42,80.58,"2"
"1090","Arabica","Nicaragua",7.08,7.5,7,7.25,7,10,7.42,10,10,7.33,80.58,"2"
"1091","Arabica","Tanzania, United Republic Of",7.25,7.08,7.08,7.33,7.25,10,7.33,10,10,7.25,80.58,"2"
"1092","Arabica","Brazil",7.42,7.25,7.33,7,7.25,10,7.08,10,10,7.25,80.58,"2"
"1093","Arabica","Honduras",7.5,7.17,7,7.42,7,10,7.33,10,10,7.17,80.58,"2"
"1094","Arabica","Guatemala",7.17,7.42,6.83,7.5,7.25,10,7.17,10,10,7.25,80.58,"2"
"1095","Arabica","United States (Hawaii)",7.42,7.58,7.5,7.92,7.83,9.33,7.83,8.67,8.67,7.83,80.58,"3"
"1096","Arabica","Colombia",7.08,7.25,7,7.5,7.33,10,7.08,10,10,7.33,80.58,"2"
"1097","Arabica","Taiwan",7.17,7.17,7.17,7.42,7.25,10,7.17,10,10,7.17,80.5,"2"
"1098","Arabica","Guatemala",7.33,7.25,7.08,7.17,7.17,10,7.25,10,10,7.25,80.5,"2"
"1099","Arabica","Honduras",7.58,7.33,7,7.17,7.08,10,7.33,10,10,7,80.5,"2"
"1100","Arabica","Mauritius",7.25,7.25,7.17,7.17,7.17,10,7.25,10,10,7.25,80.5,"2"
"1101","Arabica","Brazil",7.25,7.33,7.17,7.5,7.25,10,7.33,9.33,10,7.33,80.5,"2"
"1102","Arabica","Myanmar",7.17,7.33,7.17,7.42,7.08,10,7.25,10,10,7.08,80.5,"2"
"1103","Arabica","Guatemala",7.5,7.17,6.83,7.5,7.17,10,7.17,10,10,7.17,80.5,"2"
"1104","Arabica","Brazil",7.42,7.42,7.08,7.33,7.5,10,7.67,9.33,9.33,7.42,80.5,"2"
"1105","Arabica","United States (Hawaii)",7.42,7.33,7.33,7.58,7.42,10,7.58,8.67,10,7.17,80.5,"3"
"1106","Arabica","Guatemala",7.5,7.5,7,7.67,7,10,7.17,10,10,6.67,80.5,"2"
"1107","Arabica","Mexico",7.25,7.25,7.08,7.33,7.17,10,7.25,10,10,7.17,80.5,"2"
"1108","Arabica","Honduras",7.25,7.42,7,7.42,7,10,7.33,10,10,7,80.42,"2"
"1109","Arabica","Taiwan",7.58,7.17,7.17,7.17,7.17,10,7.17,10,10,7,80.42,"2"
"1110","Arabica","El Salvador",7.33,7.17,7.08,7.08,7.17,10,7.33,10,10,7.25,80.42,"2"
"1111","Arabica","China",7.25,7.08,7.25,7.17,7.17,10,7.33,10,10,7.17,80.42,"2"
"1112","Arabica","Taiwan",7.25,7.25,7.17,7.25,7.25,10,7.25,10,10,7,80.42,"2"
"1113","Arabica","Mexico",6.92,7.17,7.08,7.5,7.17,10,7.33,10,10,7.25,80.42,"2"
"1114","Arabica","Mexico",7.42,7.08,7.08,7.33,7.17,10,7.25,10,10,7.08,80.42,"2"
"1115","Arabica","Burundi",7.08,7.25,7.17,7.33,7.08,10,7.08,10,10,7.33,80.33,"2"
"1116","Arabica","Tanzania, United Republic Of",7.25,7.17,7,7.25,7.08,10,7.42,10,10,7.17,80.33,"2"
"1117","Arabica","Tanzania, United Republic Of",7.25,7.17,7.25,7.25,7.08,10,7.25,10,10,7.08,80.33,"2"
"1118","Arabica","Taiwan",7.25,7.25,7.08,7.25,7.25,10,7.25,10,10,7,80.33,"2"
"1119","Arabica","Guatemala",7.33,7.33,6.83,7.5,7.17,10,7,10,10,7.17,80.33,"2"
"1120","Arabica","Mexico",7.25,7.08,7.08,7.33,7.17,10,7.33,10,10,7.08,80.33,"2"
"1121","Arabica","United States (Hawaii)",7.17,7.5,6.92,7.33,7.33,10,7.67,9.33,10,7.08,80.33,"3"
"1122","Arabica","Ethiopia",7.25,7.25,7.25,7.33,8,10,7.5,9.33,9.33,7.08,80.33,"3"
"1123","Arabica","Brazil",7.17,7.33,7.42,7.08,7,10,7,10,10,7.25,80.25,"2"
"1124","Arabica","Honduras",7.25,7.25,7,7,7,10,7.42,10,10,7.33,80.25,"2"
"1125","Arabica","Mexico",7.25,7.17,7,7.33,7,10,7.33,10,10,7.17,80.25,"2"
"1126","Arabica","Myanmar",8,7.08,7,7.33,6.92,10,7.08,10,10,6.83,80.25,"2"
"1127","Arabica","Myanmar",7.42,7,7.08,7,7.33,10,7.17,10,10,7.25,80.25,"2"
"1128","Arabica","Nicaragua",7.08,6.92,7,7.25,7.25,10,7.5,10,10,7.25,80.25,"2"
"1129","Arabica","United States (Hawaii)",7.5,7.08,7.67,7.67,7.58,9.33,7.42,9.33,9.33,7.33,80.25,"3"
"1130","Arabica","Colombia",7.42,8,7.83,7.75,7.58,8.67,8.08,8.67,8.67,7.58,80.25,"3"
"1131","Arabica","Taiwan",7.25,7.08,7.25,7.25,7.25,10,7.17,10,10,7,80.25,"2"
"1132","Arabica","Guatemala",7,7.17,7.33,7.33,7.17,10,7,10,10,7.25,80.25,"2"
"1133","Arabica","Mexico",7.58,7.33,7.17,7.25,7,10,6.75,10,10,7.17,80.25,"2"
"1134","Arabica","Vietnam",7.42,7.25,7.25,7.58,7.33,10,7.42,8.67,10,7.25,80.17,"3"
"1135","Arabica","Nicaragua",7.17,7.08,7.08,7.33,7.08,10,7.25,10,10,7.17,80.17,"2"
"1136","Arabica","Honduras",7.25,7.25,7,7.17,7.08,10,7.08,10,10,7.33,80.17,"2"
"1137","Arabica","Guatemala",7.33,7.33,7,7.17,7.17,10,7.17,10,10,7,80.17,"2"
"1138","Arabica","Mexico",7.33,7.08,6.92,7.42,7.08,10,7.25,10,10,7.08,80.17,"2"
"1139","Arabica","Mexico",7.58,7.42,7.33,7.5,7.17,10,7.08,8.67,10,7.42,80.17,"2"
"1140","Arabica","Mexico",7.33,7.33,7.17,7.08,7,10,7.25,10,10,7,80.17,"2"
"1141","Arabica","Guatemala",7.33,7.33,7,7.33,7,10,7,10,10,7.17,80.17,"2"
"1142","Arabica","United States (Hawaii)",7.58,7.5,7.33,7.33,7.33,9.33,7.67,9.33,9.33,7.42,80.17,"3"
"1143","Arabica","Brazil",7.17,7.17,7,7.17,7.25,10,7.25,10,10,7.08,80.08,"2"
"1144","Arabica","Taiwan",7.42,7.25,7.25,7.17,7,10,7,10,10,7,80.08,"2"
"1145","Arabica","Nicaragua",7.25,7.17,6.92,7.25,7.25,10,7.17,10,10,7.08,80.08,"2"
"1146","Arabica","Taiwan",7.25,7.25,7.25,7.25,7,10,7.08,10,10,7,80.08,"2"
"1147","Arabica","Taiwan",7.25,7.25,7.25,7,7.08,10,7.25,10,10,7,80.08,"2"
"1148","Arabica","Taiwan",7.25,7.25,7.25,7.08,7.08,10,7.17,10,10,7,80.08,"2"
"1149","Arabica","Mexico",7.33,7.17,7.25,7.08,7.08,10,7.08,10,10,7.08,80.08,"2"
"1150","Arabica","Mexico",7.25,7.08,7,7.17,7.17,10,7.33,10,10,7.08,80.08,"2"
"1151","Arabica","Nicaragua",7.33,7.08,6.92,7.08,7.17,10,7.42,10,10,7,80,"2"
"1152","Arabica","Myanmar",7.17,7.33,7,7.42,7,10,7.17,10,10,6.92,80,"2"
"1153","Arabica","Mexico",7.58,7.75,7.42,7.5,7.5,10,7.5,8.67,8.67,7.42,80,"2"
"1154","Arabica","Taiwan",7.25,7.25,7.25,7,7,10,7.25,10,10,7,80,"2"
"1155","Arabica","Thailand",7.33,6.67,7.08,7.42,7.08,10,7.42,10,10,7,80,"2"
"1156","Arabica","Mexico",7.25,7.25,7.08,7.17,7.33,10,7.33,9.33,10,7.25,80,"2"
"1157","Arabica","Mexico",7.08,7.33,7,7.33,7,10,7.08,10,10,7.17,80,"2"
"1158","Arabica","Ethiopia",7.42,7.42,7.5,7.92,7.58,8.67,7.75,8.67,9.33,7.75,80,"3"
"1159","Arabica","Colombia",7.83,7.67,7.58,7.75,7.17,10,7.83,6.67,10,7.42,79.92,"3"
"1160","Arabica","United States (Hawaii)",7.5,7,7,6.92,7.17,10,7.33,10,10,7,79.92,"3"
"1161","Arabica","Mexico",7.33,7.08,7.08,7.33,7.17,10,7.42,9.33,10,7.17,79.92,"2"
"1162","Arabica","Mexico",7.17,7.17,6.92,7.25,7.08,10,7.33,10,10,7,79.92,"2"
"1163","Arabica","Mexico",7.5,7.17,7,7.17,7.08,10,7.25,10,10,6.75,79.92,"2"
"1164","Arabica","Mexico",7.17,7.08,7.08,7.08,7.33,10,7.5,9.33,10,7.33,79.92,"2"
"1165","Arabica","Mexico",7.33,7.25,7,7.42,7.17,10,7.17,9.33,10,7.25,79.92,"2"
"1166","Arabica","Mexico",7.17,7.33,7.08,7.58,7.08,10,7.33,10,9.33,7,79.92,"2"
"1167","Arabica","United States (Hawaii)",7.5,7.42,7.58,7.42,7.58,10,7.5,8.67,8.67,7.58,79.92,"3"
"1168","Arabica","Kenya",7,7.08,7,7.17,7.25,10,7.25,10,10,7.08,79.83,"2"
"1169","Arabica","Guatemala",7.33,7.25,6.92,7.33,7.33,10,7.25,9.33,10,7.08,79.83,"2"
"1170","Arabica","Nicaragua",6.83,7.17,7.17,6.92,7.08,10,7.5,10,10,7.17,79.83,"2"
"1171","Arabica","Mexico",7.17,7.08,7,7.25,7,10,7.5,10,10,6.83,79.83,"2"
"1172","Arabica","United States (Hawaii)",7.58,7.08,6.83,7.17,7.17,10,7.5,9.33,10,7.17,79.83,"3"
"1173","Arabica","Guatemala",7.5,7.42,7.25,7.58,7.42,9.33,7.33,9.33,9.33,7.25,79.75,"2"
"1174","Arabica","Taiwan",7.75,7.33,7.17,7.33,7.83,8.67,7.67,9.33,9.33,7.33,79.75,"2"
"1175","Arabica","Taiwan",7.08,7.08,7.25,7,7.17,10,7.17,10,10,7,79.75,"2"
"1176","Arabica","Thailand",7.25,7.08,6.92,7.5,6.92,10,7.08,10,10,7,79.75,"2"
"1177","Arabica","Peru",7,7.08,7,7.25,7.42,10,7.5,9.33,10,7.17,79.75,"3"
"1178","Arabica","Costa Rica",7.58,7.5,7.67,7.75,7.58,10,7.67,8,8,8,79.75,"3"
"1179","Arabica","Mexico",7.58,7.08,7,7,6.92,10,7.5,10,10,6.67,79.75,"2"
"1180","Arabica","Mexico",7.58,7.08,6.92,7.58,6.92,10,7.5,10,9.33,6.83,79.75,"2"
"1181","Arabica","Mexico",7.25,7.08,7,7.17,7.08,10,7.17,10,10,7,79.75,"2"
"1182","Arabica","Mexico",7.25,7.17,7.17,7.08,7,10,7.17,10,10,6.92,79.75,"2"
"1183","Arabica","Mexico",7.33,7.25,7,7.08,7,10,7.08,10,10,7,79.75,"2"
"1184","Arabica","Guatemala",7.58,7.33,7.5,7.33,7.33,9.33,7,9.33,9.33,7.67,79.75,"2"
"1185","Arabica","Mexico",7.25,6.83,6.92,7.08,7.08,10,7.25,10,10,7.33,79.75,"2"
"1186","Arabica","Guatemala",7.42,7.42,7.25,7.58,7.33,9.33,7.42,9.33,9.33,7.25,79.67,"2"
"1187","Arabica","El Salvador",7.25,7.08,7,6.83,7.17,10,7.33,10,10,7,79.67,"2"
"1188","Arabica","Thailand",6.92,7.17,6.83,7.42,7.08,10,7.17,10,10,7.08,79.67,"2"
"1189","Arabica","Guatemala",7.5,7,6.83,7.08,7.17,10,7.08,10,10,7,79.67,"2"
"1190","Arabica","Mexico",7.42,7.25,6.83,7.58,6.58,10,7.17,10,10,6.83,79.67,"2"
"1191","Arabica","Mexico",7.33,7.17,7,6.75,7,10,7.08,10,10,7.33,79.67,"2"
"1192","Arabica","Mexico",6.92,7.17,7.17,7.17,7.08,10,7.08,10,10,7.08,79.67,"2"
"1193","Arabica","Thailand",7.17,7.17,7,7,6.92,10,7.25,10,10,7.17,79.67,"2"
"1194","Arabica","Mexico",7.08,7,6.92,7.33,7.08,10,7.25,10,10,6.92,79.58,"2"
"1195","Arabica","Mexico",7.25,6.92,6.92,7.33,7,10,7.25,10,10,6.92,79.58,"2"
"1196","Arabica","Colombia",7.25,7.17,7,6.75,7.33,10,7.17,10,10,6.92,79.58,"2"
"1197","Arabica","Guatemala",7.08,7,6.83,7.33,7,10,7.25,10,10,7.08,79.58,"2"
"1198","Arabica","Nicaragua",6.92,6.92,7,7.42,7,10,7.25,10,10,7,79.5,"2"
"1199","Arabica","Taiwan",6.92,7,7.17,7,7,10,7.42,10,10,7,79.5,"2"
"1200","Arabica","Colombia",7.83,7.5,7.42,7.42,7.5,10,7.67,10,6.67,7.5,79.5,"2"
"1201","Arabica","Mexico",7.25,7.08,6.92,7.25,7.08,10,7.58,9.33,10,7,79.5,"2"
"1202","Arabica","Mexico",7.25,7.33,7,7.25,7.17,10,7.17,9.33,10,7,79.5,"2"
"1203","Arabica","Guatemala",7.08,7.33,7.25,7.58,7.42,9.33,7.33,9.33,9.33,7.42,79.42,"2"
"1204","Arabica","Guatemala",7.25,7.33,6.83,7,7.17,10,7,10,10,6.83,79.42,"2"
"1205","Arabica","Mexico",7,6.83,6.83,7.42,7.17,10,7.33,10,10,6.83,79.42,"2"
"1206","Arabica","Cote d?Ivoire",7.42,7.25,6.83,7,7.08,10,7.33,9.33,10,7.08,79.33,"3"
"1207","Arabica","Colombia",7.42,7.25,6.75,7.25,7.25,10,7.42,9.33,9.33,7.33,79.33,"2"
"1208","Arabica","Mexico",7,7,6.83,7.33,6.92,10,7.42,10,10,6.83,79.33,"2"
"1209","Arabica","Mexico",7.42,7.17,7.08,7.17,7.08,10,7.08,9.33,10,7,79.33,"2"
"1210","Arabica","Guatemala",7.17,6.5,6.33,7.25,7.33,10,7.58,10,10,7.17,79.33,"2"
"1211","Arabica","Taiwan",7.08,6.83,6.83,7.25,7.08,10,7.42,10,10,6.75,79.25,"2"
"1212","Arabica","Mexico",7,7,6.92,7.17,7.08,10,7.17,10,10,6.92,79.25,"2"
"1213","Arabica","Guatemala",7.33,7.42,7.33,7.42,7.42,9.33,7.5,8.67,9.33,7.42,79.17,"2"
"1214","Arabica","Honduras",7.58,7,6.75,6.92,6.92,10,7,10,10,7,79.17,"2"
"1215","Arabica","Guatemala",7.08,7,6.92,7.42,6.92,10,7,10,10,6.83,79.17,"2"
"1216","Arabica","Guatemala",7.25,7.17,6.75,7.25,6.92,10,7,10,10,6.83,79.17,"2"
"1217","Arabica","Costa Rica",7.17,7.42,7.5,8,7.83,6.67,7.25,10,10,7.33,79.17,"5"
"1218","Arabica","Mexico",7.25,7.08,6.92,7.08,7.17,10,7.17,9.33,10,7.17,79.17,"2"
"1219","Arabica","Mexico",7.17,6.92,6.92,7.08,7,10,7.17,10,10,6.92,79.17,"2"
"1220","Arabica","Mexico",6.75,6.75,6.83,7.25,7.08,10,7.58,10,10,6.92,79.17,"2"
"1221","Arabica","Guatemala",7.58,7.67,7.42,7.42,7.67,8.67,7.67,8.67,8.67,7.67,79.08,"2"
"1222","Arabica","United States (Puerto Rico)",7.42,7.08,6.75,7.33,6.92,10,7.33,10,9.33,6.92,79.08,"3"
"1223","Arabica","Mexico",7.33,7,6.92,7.25,7.08,10,7.33,9.33,10,6.83,79.08,"2"
"1224","Arabica","Mexico",7.25,7.08,6.75,7.33,7,10,7.42,9.33,10,6.92,79.08,"2"
"1225","Arabica","Mexico",7.17,7.25,7.25,7.17,7.08,10,7.25,9.33,9.33,7.25,79.08,"2"
"1226","Arabica","Mexico",6.75,6.75,6.42,6.83,7.5,10,7.58,10,10,7.25,79.08,"2"
"1227","Arabica","Guatemala",7.33,7.17,6.58,7.42,6.83,10,7.08,10,10,6.58,79,"2"
"1228","Arabica","Honduras",7,7,7,7,7,10,7,10,10,7,79,"2"
"1229","Arabica","Peru",7.67,7.17,7.08,7.25,7.5,9.33,8,8.67,9.33,7,79,"3"
"1230","Arabica","Mexico",6.75,7.08,6.67,7.25,7.08,10,7.17,10,10,7,79,"2"
"1231","Arabica","Mexico",7.5,7.17,6.92,7.5,7,10,7.25,8.67,10,7,79,"2"
"1232","Arabica","Mexico",7.17,6.83,6.83,7.25,6.92,10,7.17,10,10,6.83,79,"2"
"1233","Arabica","Mexico",7.33,7,6.75,7.08,7.25,10,7.17,9.33,10,7,78.92,"2"
"1234","Arabica","Mexico",7.5,7,6.92,7.08,6.75,10,6.92,10,10,6.75,78.92,"2"
"1235","Arabica","Nicaragua",7.17,7,6.92,7,7,10,7,10,10,6.75,78.83,"2"
"1236","Arabica","United States (Hawaii)",7.5,6.92,6.92,7.25,7.42,9.33,7.58,9.33,9.33,7.17,78.75,"3"
"1237","Arabica","Guatemala",7.33,7.08,6.33,7.25,7,10,7,10,10,6.75,78.75,"2"
"1238","Arabica","Mexico",7.25,6.83,6.83,7,7,10,7.17,10,10,6.67,78.75,"2"
"1239","Arabica","Mexico",7.25,7.33,7.17,7.25,7,10,7.08,8.67,10,7,78.75,"2"
"1240","Arabica","Mexico",7.67,7.17,6.83,7.33,7.17,8.67,7.58,9.33,10,7,78.75,"2"
"1241","Arabica","China",7,6.92,6.83,7.17,7.17,9.33,7.17,10,10,7.08,78.67,"2"
"1242","Arabica","Mexico",6.92,6.92,6.67,7.25,6.92,10,7.17,10,10,6.83,78.67,"2"
"1243","Arabica","Nicaragua",7.08,7,6.75,6.83,6.92,10,7.08,10,10,6.92,78.58,"2"
"1244","Arabica","Nicaragua",6.83,7.08,6.92,6.75,7.08,10,7.25,10,10,6.67,78.58,"2"
